,Account,Month,Prorated_Consumption,Prorated_Charge
244,Building_Code-B9-Account_ID-1024,2018-10-01,474170.3853955375,76040.21913793104
245,Building_Code-B9-Account_ID-1024,2018-11-01,379731.0924369748,58589.707142857136
246,Building_Code-B9-Account_ID-1024,2018-12-01,478257.1428571429,53679.38035714286
247,Building_Code-B9-Account_ID-1024,2019-01-01,446550.0,26622.6528125
248,Building_Code-B9-Account_ID-1024,2019-02-01,371250.0,22281.0546875
249,Building_Code-B145-Account_ID-1352,2014-12-01,0.0,0.0
250,Building_Code-B145-Account_ID-1352,2015-01-01,0.0,0.0
251,Building_Code-B145-Account_ID-1352,2015-02-01,252.16666666666666,627.765
252,Building_Code-B145-Account_ID-1352,2015-03-01,7312.833333333333,18205.185
253,Building_Code-B145-Account_ID-1352,2015-04-01,0.0,0.0
254,Building_Code-B145-Account_ID-1352,2015-05-01,0.0,0.0
255,Building_Code-B145-Account_ID-1352,2015-06-01,0.0,0.0
256,Building_Code-B145-Account_ID-1352,2015-07-01,30.951612903225808,63.185483870967744
257,Building_Code-B145-Account_ID-1352,2015-08-01,928.5483870967743,1895.5645161290322
258,Building_Code-B145-Account_ID-1352,2015-09-01,0.0,0.0
259,Building_Code-B145-Account_ID-1352,2015-10-01,0.0,0.0
260,Building_Code-B145-Account_ID-1352,2015-11-01,0.0,0.0
261,Building_Code-B145-Account_ID-1352,2015-12-01,0.0,0.0
262,Building_Code-B145-Account_ID-1352,2016-01-01,0.0,0.0
263,Building_Code-B145-Account_ID-1352,2016-02-01,0.0,0.0
264,Building_Code-B145-Account_ID-1352,2016-03-01,0.0,0.0
265,Building_Code-B145-Account_ID-1352,2016-04-01,0.0,0.0
266,Building_Code-B145-Account_ID-1352,2016-05-01,0.0,0.0
267,Building_Code-B145-Account_ID-1352,2016-06-01,0.0,0.0
268,Building_Code-B145-Account_ID-1352,2016-07-01,0.0,0.0
269,Building_Code-B145-Account_ID-1352,2016-08-01,0.0,0.0
